name,corrected_name
apple cinnamon waffles,Apple Cinnamon Waffles
apple coffee cake with crumble topping,Apple Coffee Cake with Crumble Topping
apple cooler,Apple Cooler
apple cornbread,Apple Cornbread
apple cranberry cottage cheese,Apple Cranberry Cottage Cheese
apple cranberry crisp,Apple Cranberry Crisp
apple cranberry crumble,Apple Cranberry Crumble
apple cranberry puffed pancakes,Apple Cranberry Puffed Pancakes
apple cranberry strudel  german,Apple Cranberry Strudel German
apple cream cheese cigars, 278Apple Cream Cheese Cigars
apple cream cheese stuffed french toast,Apple Cream Cheese Stuffed French Toast
apple cream crumb cake,Apple Cream Crumb Cake
apple cream pennies,Apple Cream Pennies
apple cream pie,Apple Cream Pie
apple cream pork tenderloin,Apple Cream Pork Tenderloin
apple cream smoothie,Apple Cream Smoothie
apple crescent dumplings,Apple Crescent Dumplings
apple crisp,Apple Crisp
apple crisp  apple crisp and more apple crisp   kid s all time f,Apple Crisp and More Apple Crisp Kids' All Time Favorite
apple crisp ii,Apple Crisp
apple crisp iii,Apple Crisp
apple crisp iv,Apple Crisp
apple crisp with macadamia nuts,Apple Crisp with Macadamia Nuts
apple crisp with orange juice,Apple Crisp with Orange Juice
apple crumb cake,Apple Crumb Cake
apple crumble  barbados,Apple Crumble Barbados
apple cup,cakes 2Apple Cupcakes
apple danish,Apple Danish
apple dapple french toast cobbler,Apple Dapple French Toast Cobbler
apple date crisp,Apple Date Crisp
apple date muffins,Apple Date Muffins
apple dessert  quick,Apple Dessert Quick
apple dip         it s not just for apples anymore,Apple Dip: It's Not Just for Apples Anymore
apple doughnuts,Apple Doughnuts
apple dump cake,Apple Dump Cake
apple dumplings with cinnamon syrup,Apple Dumplings with Cinnamon Syrup
apple enchiladas,Apple Enchiladas
apple everything cake,Apple Everything Cake
apple filled acorn squash,Apple-Filled Acorn Squash
apple flory    a puff pastry tart  scotland,Apple Florry Puff Pastry Tart Scotland
apple french bread bake,Apple French Bread Bake
apple fritters  atk   america s test kitchens version,Apple Fritters: America's Test Kitchen's Version
apple fritters fun, Apple Fritters Fun
apple fritters with cinnamon sugar and caramel sauce,Apple Fritters with Cinnamon Sugar and Caramel Sauce
apple ginger pan sauce for cod,Apple Ginger Pan Sauce for Cod
apple ginger pork chops  by guy fieri,Apple Ginger Pork Chops by Guy Fieri
apple gingersnap pie,Apple Gingersnap Pie
apple glazed pork roast with sauerkraut,Apple Glazed Pork Roast with Sauerkraut
apple glazed stuffed pork chops,Apple Glazed Stuffed Pork Chops
apple green chile clafouti,Apple Green Chile Clafouti
apple grunt,Apple Grunt
apple harvest bake,Apple Harvest Bake
apple honey pie,Apple Honey Pie
apple jack breakfast wraps,Apple Jack Breakfast Wraps
apple jack spread,Apple Jack Spread
apple jam,Apple Jam
apple jicama slaw,Apple Jicama Slaw
apple juice frosty,Apple Juice Frosty
apple juice roast,Apple Juice Roast
apple ka halwa,Apple Halwa
apple krinkle,1 cup 21Apple Krinkle
apple kuchen,Apple Kuchen
apple kuchen  or peach,Apple Kuchen or Peach Pie
apple kuchen coffee cake,Apple Kuchen Coffee Cake
apple ladybug treats,Apple Ladybug Treats
apple mango crisp,Apple Mango Crisp
apple maple jam,Apple Maple Jam
apple marlow,Apple Marmalade
apple martini,Apple Martini
apple marzipan galette,Apple Marzipan Galette
apple matzo kugel, 12Apple Matzo Kugel
apple mexi crisp with  a twist,Apple Mexi Crisp with a Twist
apple milkshake  indian,Apple Milkshake Indian
apple mint granita,Apple Mint Granita
apple mint yoghurt salsa,Apple Mint Yogurt Salsa
apple molasses bread,Apple Molasses Bread
apple mulligatawny soup   chicken,Apple Mulligatawny Soup Chicken
apple mustard glazed pork tenderloin,Apple Mustard Glazed Pork Tenderloin
apple nut crunch with ice cream,Apple Nut Crunch with Ice Cream
apple nut ring pampered chef copycat,Apple Nut Ring (Pampered Chef Copycat)
apple oat bran muffins,2Apple Oat Bran Muffins
apple oatcakes, Apple Oatmeal Cakes
apple oatmeal crisp,Apple Oatmeal Crisp
apple oatmeal muffins,Apple Oatmeal Muffins
apple onion jam,Apple Onion Jam
apple or pear clafouti  an easy french dessert,Apple or Pear Clafouti: An Easy French Dessert
apple pan dowdy,Apple Pandowdy
apple pancakes, (3 courses)Apple Pancakes (Three Courses)
apple pastries,Apple Pastries
apple peach bread,Apple Peach Bread
apple peach crisp,Apple Peach Crisp
apple peanut butter breakfast cookies,Apple Peanut Butter Breakfast Cookies
apple pear compote,Apple Pear Compote
apple pear crisp  3 ww points,Apple Pear Crisp
apple pecan crusted salmon over wild rice,Apple Pecan Crusted Salmon over Wild Rice
apple pecan slaw,Apple Pecan Slaw
apple pecan triangles,Apple Pecan Triangles
apple pecan tuna salad,Apple Pecan Tuna Salad
apple pecan upside down cake,Apple Pecan Upside Down Cake
apple pepper jelly,Apple Pepper Jelly
apple pie,Apple Pie
apple pie baked in a brown paper bag,Apple Pie Baked in a Brown Paper Bag
apple pie cake,Apple Pie Cake
apple pie cake ii,Apple Pie Cake
apple pie filling cake,Apple Pie Filling Cake
apple pie filling with vanilla   buttershots  canning,Apple Pie Filling with Vanilla Buttershots Canning
apple pie fudge,Apple Pie Fudge
apple pie in a bottle,3Apple Pie in a Bottle
apple pie in a glass,Apple Pie in a Glass
apple pie no cook,Apple Pie No-Cook
apple pie pancakes,Apple Pie Pancakes
apple pie sausage stuffing,Apple Pie Sausage Stuffing
apple pie spice,Apple Pie Spice
apple pie with cornmeal crust and  caramel brandy sauce,Apple Pie with Cornmeal Crust and Caramel Brandy Sauce
apple pies for the freezer,Apple Pies for the Freezer
apple pies made in a muffin pan,Apple Pies Made in a Muffin Pan
apple pikelets,Apple Pikelets
apple pizza,Apple Pizza
apple pizza pie, 9Apple Pizza Pie
apple pockets, Apple Pockets
apple poppy seed muffins, with 2 cups oatsApple Poppy Seed Muffins with Oats
apple potato soup,Apple Potato Soup
apple praline bread,Apple Praline Bread
apple pudding cake with butterscotch sauce,Apple Pudding Cake with Butterscotch Sauce
apple pudding with bacardi rum  cuban,Apple Pudding with Bacardi Rum Cuban
apple puff pancake,Apple Puff Pancake
apple pumpkin muffins,Apple Pumpkin Muffins
apple pumpkin pie,Apple Pumpkin Pie
apple quince crisp,Apple Quince Crisp
apple raisin cobbler,Apple Raisin Cobbler
apple raisin salad,Apple Raisin Salad
apple raisin scones,Apple Raisin Scones
apple raisin snack mix,Apple Raisin Snack Mix
apple raspberry crumble,Apple Raspberry Crumble
apple rhubarb crumble,Apple Rhubarb Crumble
apple rice salad,3Apple Rice Salad
apple risotto,Apple Risotto
apple rolls  with creamy coffee sauce  turon de mansanas,Apple Rolls with Creamy Coffee Sauce Turon de Mansanas
apple rum baklava,Apple Rum Baklava
apple rum custard cake,Apple Rum Custard Cake
apple rum ricotta cream dessert,Apple Rum Ricotta Cream Dessert
apple sage stuffed pork chops,Apple Sage Stuffed Pork Chops
apple salad spray,Apple Salad
apple salsa with cilantro and lime,Apple Salsa with Cilantro and Lime
apple sauce chicken,Apple Sauce Chicken
apple scotch crisp,Apple Scotch Crisp
apple shortbread pie,Apple Shortbread Pie
apple shortbread tart,Apple Shortbread Tart
apple slice with creamy topping,Apple Slice with Creamy Topping
apple slices,Apple Slices
apple slices with goat cheese and pistachios,Apple Slices with Goat Cheese and Pistachios
apple smoked pork loin,Apple Smoked Pork Loin
apple smoothie,2Apple Smoothie
apple sour cream cake,Apple Sour Cream Cake
apple spice cake,Apple Spice Cake
apple spiced meatloaf,Apple Spiced Meatloaf
apple spiced rice,Apple Spiced Rice
apple spiced tea brine,Apple Spiced Tea Brine
apple strudel,Apple Strudel
apple strudel easy,Apple Strudel
apple strudel two ways,Apple Strudel
apple strudels,Apple Strudels
apple stuffed acorn squash,Apple Stuffed Acorn Squash
apple stuffed pork loin chops,Apple Stuffed Pork Loin Chops
apple stuffed pork roast,Apple Stuffed Pork Roast
apple stuffing mini meatloaves,Apple Stuffing Mini Meatloaves
apple syrup cake,Apple Syrup Cake
apple tart normande,Apple Tart Normande
apple tart with vanilla sauce,Apple Tart with Vanilla Sauce
apple tart without dough  from fwdgf,Apple Tart Without Dough From FWDGF
apple tassies,Apple Tassies
apple tomato salsa,Apple Tomato Salsa
apple torte  easy only 3 apples,Apple Torte Easy Only Apples
apple turnover for one,Apple Turnover
apple vanilla egg breakfast dessert,Apple Vanilla Egg Breakfast Dessert
apple vinaigrette,Apple Vinaigrette
apple walnut and brie omelette for two,Apple Walnut and Brie Omelette for Two
apple walnut breakfast bars,Apple Walnut Breakfast Bars
apple walnut cake with cider sauce,Apple Walnut Cake with Cider Sauce
apple walnut salad with cranberry vinaigrette,Apple Walnut Salad with Cranberry Vinaigrette
apple walnut sour cream bread,Apple Walnut Sour Cream Bread
apple white cheddar and gruyere macaroni   cheese,Apple White Cheddar and Gruyere Macaroni Cheese
apple whole wheat muffins  king arthur flour,Apple Whole Wheat Muffins with King Arthur Flour
apple wild rice breakfast,Apple Wild Rice Breakfast
apple wine tart,Apple Wine Tart
applebee s aztec chicken salad,Applebee's Aztec Chicken Salad
applebee s bahama mama,Applebee's Bahama Mama
applebee s cheese chicken tortilla soup recipe,Applebees Cheese Chicken Tortilla Soup Recipe
applebee s chicken wings,Applebee's Chicken Wings
applebee s maple walnut blondies,Applebees Maple Walnut Blondies
applebee s onion peels,Applebee's Onion Rings
applebee s oriental dressing,Applebee's Oriental Dressing
applebee s santa fe stuffed chicken,Applebee's Santa Fe Stuffed Chicken
applebee s spinach and artichoke dip copycat,Applebees Spinach and Artichoke Dip Copycat
applebee s style 3 cheese chicken penne,Applebee's Style Cheese Chicken Penne
applebee s style baby back ribs,Applebee's Style Baby Back Ribs
applebee s vegetable medley,Applebee's Vegetable Medley
applebee s white chocolate walnut blondie,Applebee's White Chocolate Walnut Blondie
applebees chicken fajita rollup,Applebees Chicken Fajita Rollup
applebees triple chocolate meltdown leak,Applebees Triple Chocolate Meltdown Cake
applemint iced tea,Applemint Iced Tea
apples and ground beef pasta,Apples and Ground Beef Pasta
apples and onions  a side dish for pork,Apples and Onions Side Dish for Pork
apples and peanut butter  apple slices,Apples and Peanut Butter Apple Slices
apples and sausage,Apples and Sausage
apples on the bottom cobbler,Apples on the Bottom Cobbler
applesauce   raisin muffins,Applesauce Raisin Muffins
applesauce  bread,Applesauce Bread
applesauce and honey cake with raisin glaze,Applesauce and Honey Cake with Raisin Glaze
applesauce banana muffins,Applesauce Banana Muffins
applesauce cake,Applesauce Cake
applesauce cake with caramel frosting,Applesauce Cake With Caramel Frosting
applesauce carrot cake,Applesauce Carrot Cake
applesauce oat bran muffins,Applesauce Oat Bran Muffins
applesauce oatmeal loaf,Applesauce Oatmeal Loaf
applesauce pancakes,Applesauce Pancakes
applesauce salad,Applesauce Salad
applesauce topped pork loin roast,Applesauce Topped Pork Loin Roast
applesauce with cheddar cheese and toasted almonds for 2,Applesauce with Cheddar Cheese and Toasted Almonds
approximately  aurelio s pizza and pasta sauce,Aurelio's Pizza and Pasta Sauce
apricot   almond ice cream domes,Apricot Almond Ice Cream Domes
apricot   lemon scented oatmeal  porridge,Apricot Lemon Scented Oatmeal Porridge
apricot   mint lamb burgers w  green mayonnaise,Apricot Mint Lamb Burgers with Green Mayonnaise
apricot   orange smasher,Apricot Orange Smasher
apricot  berry  and jicama salad with honey lime dressing,Apricot Berry and Jicama Salad with Honey Lime Dressing
apricot  cashew smoothie,Apricot Cashew Smoothie
apricot  coconut and almond bars,Apricot Coconut Almond Bars
apricot almond biscotti,Apricot Almond Biscotti
apricot almond rum pound cake,Apricot Almond Rum Pound Cake
apricot almond shortbread bars,Apricot Almond Shortbread Bars
apricot ancho barbecue glaze,Apricot Ancho Barbecue Glaze
apricot and chicken bruschetta,Apricot and Chicken Bruschetta
apricot and hazelnut bran cake,Apricot and Hazelnut Bran Cake
apricot and lavender marmalade,Apricot and Lavender Marmalade
apricot and mint fish,Apricot and Mint Fish
apricot and nectarine salsa,Apricot and Nectarine Salsa
apricot and pecan stuffed pork loin,Apricot and Pecan Stuffed Pork Loin
apricot and raisin blatjang,Apricot and Raisin Chutney
apricot and raisin butter cake,Apricot and Raisin Butter Cake
apricot baked ham,Apricot Baked Ham
apricot baklava,Apricot Baklava
apricot balsamic glazed and grilled chicken,Apricot Balsamic Glazed Grilled Chicken
apricot balsamic glazed salmon,Apricot Balsamic Glazed Salmon
apricot banana bread,Apricot Banana Bread
apricot barbecue sauce,Apricot Barbecue Sauce
apricot bars with shortbread crust,Apricot Bars with Shortbread Crust
apricot beer bread,Apricot Beer Bread
apricot bellinis,Apricot Bellinis
apricot bran honey cakes,Apricot Bran Honey Cakes
apricot bread scrumptious,Apricot Bread Scrumptious
apricot chicken,Apricot Chicken
apricot chicken rice salad,Apricot Chicken Rice Salad
apricot choc chip cake,Apricot Chocolate Chip Cake
apricot chocolate chip cake,Apricot Chocolate Chip Cake
apricot clafouti,Apricot Clafouti
apricot cream cheese salad,Apricot Cream Cheese Salad
apricot crisp,Apricot Crisp
apricot curried rice with chicken,Apricot Curried Rice with Chicken
apricot dessert sauce,Apricot Dessert Sauce
apricot dream balls,Apricot Dream Balls
apricot flan in caramel raisin sauce,Apricot Flan in Caramel Raisin Sauce
apricot gelatin salad,Apricot Gelatin Salad
apricot ginger chicken,Apricot Ginger Chicken
apricot ginger pork tenderloin,Apricot Ginger Pork Tenderloin
apricot glazed grilled chicken,Apricot Glazed Grilled Chicken
apricot glazed ham patties, Apricot Glazed Ham Patties
apricot glazed pork kabobs,Apricot Glazed Pork Kabobs
apricot glazed pork medallions,Apricot Glazed Pork Medallions
apricot glazed roasted brussels sprouts,Apricot Glazed Roasted Brussels Sprouts
apricot glazed sausages,Apricot Glazed Sausages
apricot granola,Apricot Granola
apricot health drink  smoothie,Apricot Health Drink Smoothie
apricot honey oatmeal,Apricot Honey Oatmeal
apricot honey syrup,Apricot Honey Syrup
apricot honey wheat pudding,Apricot Honey Wheat Pudding
apricot jam   microwave,Apricot Jam Microwave Recipe
apricot jello mold,Apricot Jello Mold
apricot kielbasa slices,Apricot Kielbasa Slices
apricot lamb kebabs,Apricot Lamb Kebabs
apricot loaf,Apricot Loaf
apricot mochi, Apricot Mochi
apricot oatmeal bars  just like you remember,Apricot Oatmeal Bars
apricot oatmeal cake,Apricot Oatmeal Cake
apricot orange balls,Apricot Orange Balls
apricot orange barbecued tofu,Apricot Orange Barbecued Tofu
apricot raisin coffee cake,Apricot Raisin Coffee Cake
apricot roll  waterbul,Apricot Roll Waterbowl
apricot shortbread,Apricot Shortbread
apricot shortcake  spc,Apricot Shortcake
apricot sorbet, Apricot Sorbet
apricot strudel,Apricot Strudel
apricot tart   layered shot,Apricot Tart Layered Shot
apricot tarts,Apricot Tarts
apricot teriyaki roasted chicken,Apricot Teriyaki Roasted Chicken
apricot turkey sandwich,Apricot Turkey Sandwich
apricot vanilla vodka,Apricot Vanilla Vodka
apricot veal rolls on mushroom rice,Apricot Veal Rolls on Mushroom Rice
apricot walnut cereal bars,Apricot Walnut Cereal Bars
apricot walnut chutney,Apricot Walnut Chutney
apricot yoghurt ice,Apricot Yogurt Ice Cream
apricots with honey and rosemary   france,Apricots with Honey and Rosemary France
april fools  day  cheeseburger cake,April Fools Day Cheeseburger Cake
april s baked chicken parmesan,April's Baked Chicken Parmesan
april s white bean dip,April's White Bean Dip
aprs ski holiday hot chocolate with  brandy and cream,Aprs Ski Holiday Hot Chocolate with Brandy and Cream
aqua thunder,Aqua Thunder
aqua velvet   zodiac,Aqua Velvet Zodiac
aquagrill s falafel crusted salmon,Aquagrill's Falafel-Crusted Salmon
arabian pita bread,Arabian Pita Bread
arabic cardamom shortbread  gorayba,Arabic Cardamom Shortbread Gorayba
